activity_nr,estab_name,site_city,site_state,site_zip,naics_code,trade,open_date
348881384,"CAMPBELL FIRE PROTECTION, INC.",NORTHVALE,NJ,07647,238220,,2026-04-16
348881434,HARLEY CONSTRUCTION LLC,NORTHVALE,NJ,07647,236116,,2026-04-16
348881053,THE BUILT COMPANIES,UPPER SADDLE RIVER,NJ,07458,238130,Framing,2026-04-15
348881160,ARPRO GROUP INC,UPPER SADDLE RIVER,NJ,07458,238310,,2026-04-15
348881202,GRA GENERAL CONSTRUCTION LLC,UPPER SADDLE RIVER,NJ,07458,238130,Framing,2026-04-15
348881251,THE FINEST CONSTRUCTION,DEMAREST,NJ,07627,238160,Roofing,2026-04-15
348883331,ADD PLUMBING & MECHANICAL CORP.,BROOKLYN,NY,11206,238220,,2026-04-15
348883364,NATIONAL POWER INC.,BROOKLYN,NY,11206,238210,,2026-04-15
348883372,NATIONAL POWER INC.,BROOKLYN,NY,11206,238210,,2026-04-15
348883406,GABLE ROOFING INC.,BROOKLYN,NY,11206,238160,Roofing,2026-04-15
348883422,GABLE ROOFING INC.,BROOKLYN,NY,11206,238160,Roofing,2026-04-15
348883448,SANDSTONE STRUCTURES LLC,BROOKLYN,NY,11206,238140,Masonry,2026-04-15
348883455,SANDSTONE STRUCTURES LLC,BROOKLYN,NY,11206,238140,Masonry,2026-04-15
348881871,M.R. ELECTRICAL SERVICE LLC,BROOKLYN,NY,11211,238210,,2026-04-15
348876806,JK CONTRACTOR LLC,DOVER,NJ,07801,238170,,2026-04-15
348882762,SUCCESS DEVELOPERS LLC,BROOKLYN,NY,11211,236116,,2026-04-15
348882887,SUCCESS DEVELOPERS LLC,BROOKLYN,NY,11211,236116,,2026-04-15
348877812,AWB CONSTRUCTION LLC,NEWARK,NJ,07107,238140,Masonry,2026-04-15
348877911,GREENPORT VILLAGE HIGHWAY DEPARTMENT,GREENPORT,NY,11944,237310,Highway/Bridge,2026-04-15
348878349,"INTERCON CONSTRUCTION, INC.",MANALAPAN,NJ,07726,237130,,2026-04-15
348882028,M.R. ELECTRICAL SERVICE LLC,BROOKLYN,NY,11211,238210,,2026-04-15
348882119,BB EMPIRE CORP.,BROOKLYN,NY,11206,236116,,2026-04-15
348882150,BB EMPIRE CORP.,BROOKLYN,NY,11206,236116,,2026-04-15
348882382,PELICAN INTERIORS INC.,BROOKLYN,NY,11211,236220,Commercial Bldg,2026-04-15
348882457,PELICAN INTERIORS INC.,BROOKLYN,NY,11211,236220,Commercial Bldg,2026-04-15
348883133,RUSH RUBBISH LLC,BROOKLYN,NY,11211,238990,,2026-04-15
348883174,RUSH RUBBISH LLC,BROOKLYN,NY,11211,238990,,2026-04-15
348883190,"D & G PLUMBING & HEATING CO., INC.",BROOKLYN,NY,11211,238220,,2026-04-15
348883208,COOL N HEAT INC.,BROOKLYN,NY,11206,238220,,2026-04-15
348883216,"D & G PLUMBING & HEATING CO., INC.",BROOKLYN,NY,11211,238220,,2026-04-15
348883281,COOL N HEAT INC.,BROOKLYN,NY,11206,238220,,2026-04-15
348883323,ADD PLUMBING & MECHANICAL CORP.,BROOKLYN,NY,11206,238220,,2026-04-15
348878570,PAUTI CONTRACTING CORP,BROOKLYN,NY,11208,238120,,2026-04-15
348878612,ELITE C CONSTRUCTION CORPORATION,MANALAPAN,NJ,07726,238130,Framing,2026-04-15
348879081,"STRUCTURAL PRESERVATION SYSTEMS, LLC",BROOKLYN,NY,11239,238140,Masonry,2026-04-15
348879156,"STRUCTURAL PRESERVATION SYSTEMS, LLC",BROOKLYN,NY,11239,238140,Masonry,2026-04-15
348879362,N.B.A CONSTRUCTION INC.,BRONX,NY,10461,236220,Commercial Bldg,2026-04-15
348881186,STATE MASTER CONSTRUCTION,FLEMINGTON,NJ,08822,238160,Roofing,2026-04-14
348881277,PAYNE FAMILY CONSTRUCTION,FLEMINGTON,NJ,08822,236115,,2026-04-14
348875808,CONCRETE SYSTEMS INC,BAYONNE,NJ,07002,238110,,2026-04-14
348874116,LABERINTO GENERAL CONSTRUCTION LLC,HACKENSACK,NJ,07601,238160,Roofing,2026-04-14
348874165,STORMSPROOF INC.,MAYWOOD,NJ,07607,238160,Roofing,2026-04-14
348874280,VINYL MASTER HOME IMPROVEMENT LLC,MAYWOOD,NJ,07607,238160,Roofing,2026-04-14
348872797,PJ 2  CONSTRUCTION LLC,JERSEY CITY,NJ,07307,238170,,2026-04-13
348870726,ROYAL ROOFING LLC,GARFIELD,NJ,07026,238160,Roofing,2026-04-13
348873357,COUNTY OF MONMOUTH DIVISION OF HIGHWAYS - DIVISION OF PUBLIC WORKS & ENGINEERING,FREEHOLD,NJ,07728,237310,Highway/Bridge,2026-04-13
348871351,ER HOME IMPROVEMENT LLC,GARFIELD,NJ,07026,238160,Roofing,2026-04-13
348872516,GONZALEZ INC,SOUTHAMPTON,NY,11968,238130,Framing,2026-04-13
348890906,CAESAR HOME BUILDERS CORP,SOUTHAMPTON,NY,11968,238130,Framing,2026-04-13
348867821,ROCK BUILDERS INC,BROOKLYN,NY,11211,236116,,2026-04-10
348867888,PELICAN INTERIORS INC.,BROOKLYN,NY,11211,236220,Commercial Bldg,2026-04-10
348872748,POMPEYA CONTRACTOR LLC,JERSEY CITY,NJ,07306,238160,Roofing,2026-04-10
348868647,"SRS JR, INC.",SUCCASUNNA,NJ,07876,238160,Roofing,2026-04-10
348869835,MARROQUIN HOMES LLC,WALDWICK,NJ,07463,238130,Framing,2026-04-10
348870023,BOLTED IRON INC.,BROOKLYN,NY,11211,238120,,2026-04-10
348865940,"CR7 CONSTRUCTION, INC.",PARAMUS,NJ,07652,238130,Framing,2026-04-09
348865973,DEVINE ROOFING & CONSTRUCTION CO.,PARAMUS,NJ,07652,238160,Roofing,2026-04-09
348865999,"FM CONSTRUCTION GROUP, LLC",PARAMUS,NJ,07652,238990,,2026-04-09
348866443,ROOFITT LLC,PARAMUS,NJ,07652,238160,Roofing,2026-04-09
348866021,KABLAN PLUMBING & HEATING COMPANY INC.,PARAMUS,NJ,07652,238220,,2026-04-09
348866039,KEITH'S FENCE,PARAMUS,NJ,07652,238130,Framing,2026-04-09
348866500,PATIQUIN II LLC,PARAMUS,NJ,07652,238130,Framing,2026-04-09
348866534,SERVICE BROS,ALLENDALE,NJ,07401,238990,,2026-04-09
348863648,VERMELLA PARAMUS,PARAMUS,NJ,07652,238130,Framing,2026-04-09
348863929,SEASIDE MARINE CONSTRUCTION LLC,PATCHOGUE,NY,11772,238910,,2026-04-09
348878588,AMERICAN QUALITY CONTRACTOR LLC,WHITE PLAINS,NY,10607,238160,Roofing,2026-04-09
348861865,R.O.N.I RENOVATIONS INC,GARFIELD,NJ,07026,236118,,2026-04-08
348861899,IRON WORKS AND DESIGN,PASSAIC,NJ,07055,238190,,2026-04-08
348861949,GM GLENN LLC,PASSAIC,NJ,07055,238130,Framing,2026-04-08
348861162,UNKNOWN,YONKERS,NY,10710,236115,,2026-04-08
348863606,SAAJAN GENERAL CONSTRUCTION INC,JAMAICA,NY,11420,237110,,2026-04-08
348861675,VSNY GENERAL CONSTRUCTION,GARFIELD,NJ,07026,238140,Masonry,2026-04-08
348872995,AMORIM CONSTRUCTION CORP.,CARMEL,NY,10512,236115,,2026-04-07
348857491,AROOF INC.,NEW YORK,NY,10032,238160,Roofing,2026-04-07
348858689,AMBIENT FLOORING INCORPORATED,RIDGEFIELD,NJ,07657,238340,,2026-04-07
348858739,WOOD FLOORING BY WALSH FLOORING LLC,RIDGEFIELD,NJ,07657,238340,,2026-04-07
348861667,METRO CITY CONSTRUCTION GROUP INC.,NEW YORK,NY,10027,236116,,2026-04-07
348859604,"DELL-TECH, INC.",PARK RIDGE,NJ,07656,236220,Commercial Bldg,2026-04-07
348859620,FOX CHASE CONTRACTING LLC,PARK RIDGE,NJ,07656,238160,Roofing,2026-04-07
348859638,BLUE SKY CONTRACTING LLC,PARK RIDGE,NJ,07656,238160,Roofing,2026-04-07
348859646,"GRUNDMAN MECHANICAL SYSTEMS, INC.",WEST POINT,NY,10996,238220,,2026-04-07
348859687,ACRANOM MASONRY ENTERPRISE INC.,WEST POINT,NY,10996,238140,Masonry,2026-04-07
348859703,JAJ GENERAL CONSTRUCTION LLC,NEWARK,NJ,07104,238160,Roofing,2026-04-07
348859760,TWINS HOME IMPROVEMENTS GROUP CORP.,MAHWAH,NJ,07430,238160,Roofing,2026-04-07
348855164,HEAD OF THE HARBOR VILLAGE HALL & HWY DEPARTMENT,SAINT JAMES,NY,11780,237310,Highway/Bridge,2026-04-06
348855412,EURO CASTLE CONSTRUCTION CORP,RICHMOND HILL,NY,11418,236220,Commercial Bldg,2026-04-06
348855420,PORT JEFFERSON VILL DPW,PORT JEFFERSON,NY,11777,237310,Highway/Bridge,2026-04-06
348856022,"NAVILLUS TILE, INC.",CARLSTADT,NJ,07072,238110,,2026-04-06
348855677,BRIGHTWATERS VILL DPW,BRIGHTWATERS,NY,11718,237310,Highway/Bridge,2026-04-06
348857442,"UNITED EXTERIORS, INC.",MANALAPAN,NJ,07726,238170,,2026-04-06
348857822,CORTLANDT TOWN DEPARTMENT OF ENVIRONMENTAL SERVICES HIGHWAY DEPARTMENT DIVISION,CORTLANDT MANOR,NY,10567,237310,Highway/Bridge,2026-04-06
348858093,SPIDER CONSTRUCTION,JACKSON,NJ,08527,238160,Roofing,2026-04-06
348858135,"JRS REMODELING, LLC",JACKSON,NJ,08527,238160,Roofing,2026-04-06
348878810,"LUNA HOME IMPROVEMENT, LLC.",MANALAPAN,NJ,07726,238160,Roofing,2026-04-06
348872201,"J & Z NYMEX CONTRACTING, INC",YONKERS,NY,10704,238160,Roofing,2026-04-04
348866526,ADD VENTURES CONSTRUCTION PROFESSIONALS,VALLEY COTTAGE,NY,10989,238160,Roofing,2026-04-03
348857616,SARANGO HOME IMPROVEMENT CORP,VALLEY COTTAGE,NY,10989,238160,Roofing,2026-04-03
348850181,MID HUDSON BUILDING CONTRACTORS,PLEASANTVILLE,NY,10570,238160,Roofing,2026-04-02
348852559,GLOBAL ROOFING & SIDING,STATEN ISLAND,NY,10314,238160,Roofing,2026-04-02
348853094,"JVS INDUSTRIAL & COMMERCIAL CONTRACTORS, INC.",BRICK,NJ,08723,237990,,2026-04-02
348854829,WESTCHESTER ROOFING GROUP INC,PEEKSKILL,NY,10566,238160,Roofing,2026-04-01
348847187,TRIPLE 7 EXTERIORS LLC,WOOD RIDGE,NJ,07075,238160,Roofing,2026-04-01
348847682,EAST HAMPTON TN HWY DEPT,EAST HAMPTON,NY,11937,237310,Highway/Bridge,2026-04-01
348847914,SANDHU BUILDERS 1 INC.,BROOKLYN,NY,11214,236220,Commercial Bldg,2026-04-01
348879537,SWEETWATER CONSTRUCTION CORPORATION,SURF CITY,NJ,08008,236115,,2026-04-01
348849795,ADAM'S EUROPEAN CONTRACTING INC.,STATEN ISLAND,NY,10310,236220,Commercial Bldg,2026-04-01
348859810,COLGATE SCAFFOLDING,BRONX,NY,10452,236220,Commercial Bldg,2026-04-01
348859935,ABOVE BUILDER GROUP LLC,BRONX,NY,10452,236220,Commercial Bldg,2026-04-01
348850116,"PIAZZA BROTHERS, INC.",HARRISON,NY,10528,236220,Commercial Bldg,2026-03-31
348844119,RUBEN MERIDA MASONRY LLC,MAHWAH,NJ,07430,238140,Masonry,2026-03-31
348851494,MONTANA CONSTRUCTION CORP. INC.,WOOD RIDGE,NJ,07075,237110,,2026-03-31
348846486,ANTONI MASONRY CORP,NEW ROCHELLE,NY,10801,238140,Masonry,2026-03-31
348846577,"P. CIPOLLINI, INC.",WOOD RIDGE,NJ,07075,238160,Roofing,2026-03-31
348846882,"J FLETCHER CREAMER & SONS, INCORPORATED",FARMINGDALE,NY,11735,237310,Highway/Bridge,2026-03-31
348842311,CMM SITEWORK INC.,EAST NORTHPORT,NY,11731,238910,,2026-03-30
348846791,NEW HOME CONSTRUCTION LLC,JERSEY CITY,NJ,07305,236118,,2026-03-30
348846833,PRATA CONSTRUCTION LLC,JERSEY CITY,NJ,07305,238170,,2026-03-30
348847021,RIBERA FRAMING CONSTRUCTION LLC,NEWARK,NJ,07107,238130,Framing,2026-03-30
348881004,"SEVEN26 GROUP, LLC.",HARRISON,NY,10528,238160,Roofing,2026-03-30
348843657,PRIME ROOFING NY L.L.C.,YONKERS,NY,10704,238160,Roofing,2026-03-30
348843962,TOWNSHIP OF WOODBRIDGE DEPARTMENT OF PUBLIC WORKS - SEWAGE DIVISION,SEWAREN,NJ,07077,237310,Highway/Bridge,2026-03-30
348844002,SUPER DUTY ROOFING LLC,RIVER EDGE,NJ,07661,238160,Roofing,2026-03-30
348841826,BRYAN'S QUALITY PLUS LLC,NEW YORK,NY,10013,238110,,2026-03-30
348914029,"NEW YORK STATE SOLAR FARM, INC",ARDSLEY,NY,10502,238160,Roofing,2026-03-30
348840927,PARAMOUNT FRAMERS INCORPORATED,VALLEY COTTAGE,NY,10989,238130,Framing,2026-03-27
348841313,DA CONTRACTING OF NJ CORP,DOVER,NJ,07801,238170,,2026-03-27
348843699,GARDEN STATE BRICKFACE & SIDING,ROCKAWAY,NJ,07866,238140,Masonry,2026-03-27
348839358,"J FLETCHER CREAMER & SONS, INCORPORATED",PATERSON,NJ,07501,237110,,2026-03-27
348839481,UNITY ROOFING,ROCKAWAY,NJ,07866,238170,,2026-03-27
348835414,WILCO CONSTRUCTION,RED BANK,NJ,07701,236220,Commercial Bldg,2026-03-26
348835521,TECNICARTS INC,RED BANK,NJ,07701,238130,Framing,2026-03-26
348852757,"E N T FRAMING CONTRACTORS, LLC.",LONG BEACH,NJ,08008,238130,Framing,2026-03-26
348837824,EASY WORK CONTRACTORS CORP,HARVEY CEDARS,NJ,08008,238130,Framing,2026-03-26
348837907,FORTEX CONTRACTORS CORP.,BAYONNE,NJ,07002,236220,Commercial Bldg,2026-03-26
348837923,"MAD DAWG FRAMING, INC.",LONG BEACH,NJ,08008,238130,Framing,2026-03-26
348837980,ECD NY INC.,BROOKLYN,NY,11249,238120,,2026-03-26
348838004,SPEARHEAD CONTRACTING LLC,BROOKLYN,NY,11249,236220,Commercial Bldg,2026-03-26
348838293,NDA CONSTRUCTION LLC,LONG BEACH,NJ,08008,238130,Framing,2026-03-26
348838327,J. SUTTER ENTERPRISES LLC,SURF CITY,NJ,08008,238160,Roofing,2026-03-26
348838350,ANGOR CONTRACTING LLC,LONG BEACH,NJ,08008,238160,Roofing,2026-03-26
348838376,"MORONA S CONSTRUCTION, LLC.",BEACH HAVEN,NJ,08008,238160,Roofing,2026-03-26
348839572,"PANTHER CONSTRUCTION, LLC.",MANAHAWKIN,NJ,08050,238170,,2026-03-26
348834565,"TOWNSHIP OF EDISON, DPW, DIVISION OF STREETS",EDISON,NJ,08817,237310,Highway/Bridge,2026-03-25
348832114,LGT HOME IMPROVEMENT LLC,CHATHAM,NJ,07928,238130,Framing,2026-03-25
348914037,"MORE ROOFING, INC",WHITE PLAINS,NY,10607,236220,Commercial Bldg,2026-03-25
348849753,"AGUIRRES CONSTRUCTION, INC.",YONKERS,NY,10708,238130,Framing,2026-03-25
348829953,CRESTHILL,CLIFTON,NJ,07012,236118,,2026-03-24
348830027,BASEL LLC,CLIFTON,NJ,07012,238160,Roofing,2026-03-24
348830035,E & V BUILDERS,CLIFTON,NJ,07011,236116,,2026-03-24
348830084,MOROCHO CONSTRUCTION LLC,CLIFTON,NJ,07011,236118,,2026-03-24
348829532,NEW AGE GUTTERS,RANDOLPH,NJ,07869,238170,,2026-03-24
348830373,"JAMES JOSEPH CONSTRUCTION, INC",TARRYTOWN,NY,10591,238160,Roofing,2026-03-24
348835810,BA GLOBAL CONSTRUCTION,BRONX,NY,10461,236220,Commercial Bldg,2026-03-24
348835828,AMERICAN SPRAY-ON CORP,BRONX,NY,10461,238310,,2026-03-24
348835919,JACOBS B & F CONSTRUCTION,NEW YORK,NY,10013,236220,Commercial Bldg,2026-03-24
348829797,NEW MEX CONCRETE LLC,SUFFERN,NY,10901,238110,,2026-03-24
348838087,MKA GENERAL CONSTRUCTION INC.,BROOKLYN,NY,11207,238140,Masonry,2026-03-24
348828922,FIVE STARS ROOFING & CONTRACTING LLC.,RANDOLPH,NJ,07869,238160,Roofing,2026-03-24
348830530,"C&T DESIGN BUILD, LLC.",TARRYTOWN,NY,10591,238170,,2026-03-24
348830688,COSTA ELECTRICAL CONTRACTORS CORP.,TARRYTOWN,NY,10591,238210,,2026-03-24
348824699,VELECELA CUSTOM CARPENTRY,SAGAPONACK,NY,11962,238350,,2026-03-23
348825134,TOWN OF SECAUCUS DPW GARAGE,SECAUCUS,NJ,07094,237310,Highway/Bridge,2026-03-23
348825753,B&G ELECTRICAL CONTRACTORS OF N.Y. INC.,NEW YORK,NY,10017,238210,,2026-03-23
348826819,MDE IRON WORKS INC,BROOKLYN,NY,11206,238990,,2026-03-23
348827106,"TEICH CUSTOM BUILDERS, LLC.",SPRING LAKE,NJ,07762,236115,,2026-03-23
348827155,CARLOS PAVERS LLC,SPRING LAKE,NJ,07762,238140,Masonry,2026-03-23
348827304,FDR CONSTRUCTION LLC,SPRING LAKE,NJ,07762,238130,Framing,2026-03-23
348827379,RODRIGO MOROCHO,SPRING LAKE,NJ,07762,238130,Framing,2026-03-23
348838673,ADVANCED BUILDERS GROUP,WESTBURY,NY,11568,236115,,2026-03-20
348822362,TOURO CONCRETE LLC,BROOKLYN,NY,11211,238110,,2026-03-20
348839184,STANDARD STUCCO GENERAL,WESTBURY,NY,11568,236118,,2026-03-20
348814245,"ZUKO CONSTRUCTION, LLC.",SCARSDALE,NY,10583,238170,,2026-03-19
348821075,SPRING VALLEY VILLAGE DPW,SPRING VALLEY,NY,10977,237310,Highway/Bridge,2026-03-19
348821117,RAPTOR CONCRETE LLC,BROOKLYN,NY,11211,238910,,2026-03-19
348818980,AMERICAN CAR LIFT SERVICES,NEW ROCHELLE,NY,10805,238290,,2026-03-19
348818949,PRECISION HOIST & SCAFFOLD CORP.,BROOKLYN,NY,11211,238990,,2026-03-19
348824830,HIGHRISE CONSTRUCTION SOLUTIONS INC.,JERSEY CITY,NJ,07306,236116,,2026-03-19
348824855,FORTUNE BUILDER 68 INC.,JERSEY CITY,NJ,07306,238170,,2026-03-19
348824863,MDC ELECTRICAL CONTRACTORS LLC,JERSEY CITY,NJ,07306,238210,,2026-03-19
348818204,MORAN CONSTRUCTION GROUP CORP,WESTBURY,NY,11590,238160,Roofing,2026-03-19
348820341,MAURO EXTERIOR HOME SOLUTIONS,BOUND BROOK,NJ,08805,238160,Roofing,2026-03-19
348822958,MJH CONSTRUCTION CORP,BROOKLYN,NY,11211,236220,Commercial Bldg,2026-03-19
348823725,ALTURA CONSTRUCTION COMPANY INC.,CHATHAM,NJ,07928,238160,Roofing,2026-03-18
348823790,GRIFFITH EXTERIORS,CHATHAM,NJ,07928,238160,Roofing,2026-03-18
348824665,ML GENERAL CONSTRUCTION,PARAMUS,NJ,07652,238160,Roofing,2026-03-18
348824749,MAYFAIR REMODELING CORP,PARAMUS,NJ,07652,238160,Roofing,2026-03-18
348816950,EASY WORK CONTRACTORS CORPORATION,SEASIDE HEIGHTS,NJ,08751,238130,Framing,2026-03-18
348816984,EARL LYNGSTAD,SEASIDE PARK,NJ,08752,238130,Framing,2026-03-18
348817156,FORTEX CONTRACTORS CORPORATION,SEASIDE HEIGHTS,NJ,08751,238130,Framing,2026-03-18
348817214,JULIO CESAR ALVAREZ,JERSEY CITY,NJ,07306,238990,,2026-03-18
348827486,A RESIDENTIAL GENERAL CONTRACTING LLC,CHATHAM TWP,NJ,07928,238160,Roofing,2026-03-18
348827635,"A & J PROFESSIONAL SERVICES, INC.",CHATHAM TWP,NJ,07928,238160,Roofing,2026-03-18
348822685,ELITE C CONSTRUCTION CORPORATION,SEASIDE HEIGHTS,NJ,08751,238160,Roofing,2026-03-18
348832668,ALTA HOME BUILDERS LLC,CHATHAM,NJ,07928,236117,,2026-03-18
348822743,O&J CONSTRUCTION,BROOKLYN,NY,11211,238390,,2026-03-18
348822784,MX MECHANICAL,BROOKLYN,NY,11211,238220,,2026-03-18
348822818,TEMPERATURE MANAGEMENT CORP,BROOKLYN,NY,11211,238220,,2026-03-18
348822826,SIGN MASTER USA INC.,BROOKLYN,NY,11211,238990,,2026-03-18
348822909,"MEDEL CONSTRUCTIONS, LLC.",SEASIDE HEIGHTS,NJ,08751,238170,,2026-03-18
348817842,"ALL COUNTY EXTERIORS, LLC",MARLBORO,NJ,07746,238160,Roofing,2026-03-18
348817941,MAYFAIR REMODELING,PARAMUS,NJ,07652,238160,Roofing,2026-03-18
348829847,AC SOLUTIONS LLC,CHATHAM,NJ,07928,238220,,2026-03-17
348831769,LATIN CONSTRUCTION SERVICES LLC,CHATHAM,NJ,07928,238160,Roofing,2026-03-17
348832213,MT ZION ELECTRIC LLC,CHATHAM,NJ,07928,238210,,2026-03-17
348818014,AWL INDUSTRIES INC.,BROOKLYN,NY,11231,236220,Commercial Bldg,2026-03-17
348831645,CITY OF ELIZABETH DEPARTMENT OF PUBLIC WORKS - CITY YARD,ELIZABETH,NJ,07206,237310,Highway/Bridge,2026-03-16
348809401,UNDERGROUND UTILITIES CORP.,NEWARK,NJ,07105,236210,,2026-03-14
348814518,KSG CONSTRUCTION LLC,BAYONNE,NJ,07002,238130,Framing,2026-03-13
348806365,"GUADALUPE CONSTRUCTION, LLC",PARAMUS,NJ,07652,238130,Framing,2026-03-13
348806662,STANLEY SURYDKA,PARAMUS,NJ,07652,236116,,2026-03-13
348806761,ROCK HOME CONSTRUCTION LLC,PARAMUS,NJ,07652,238160,Roofing,2026-03-13
348806803,"JAMAR CONSTRUCTION A LEADER IN SIDING, DOORS AND WINDOWS SOLUTIONS",PARAMUS,NJ,07652,238170,,2026-03-13
348807595,OMEGA CONTRACTOR LLC,COLONIA,NJ,07067,238170,,2026-03-13
348807975,"WIL-OG CONSTRUCTION, LLC",EAST HANOVER,NJ,07936,238160,Roofing,2026-03-13
348893983,GOLDEN DAWN CONSTRUCTION LLC,FAIR HAVEN,NJ,07704,238160,Roofing,2026-03-13
348811423,"F & F ROOFING CO., INC.",COMMACK,NY,11725,238160,Roofing,2026-03-13
348809815,POWER HOME REMODELING,FAIR HAVEN,NJ,07704,238160,Roofing,2026-03-13
348809062,OMAR CHUQUIRIMA  SR,BAYONNE,NJ,07002,238130,Framing,2026-03-13
348809245,WATERPROOFING PROPERTIES 2 LLC,JERSEY CITY,NJ,07304,238170,,2026-03-13
348807538,BUTTER CONSTRUCTION & ENGINEERS INC.,COLONIA,NJ,07067,236115,,2026-03-13
348817875,FORDEN & CO BUILDERS LLC,SAGAPONACK,NY,11962,236115,,2026-03-13
348922808,"C&B HOME RENOVATIONS, INC.",SCARSDALE,NY,10583,238160,Roofing,2026-03-13
348802943,NOVA ROYALTY BUILDERS LLC,SHIP BOTTOM,NJ,08008,238130,Framing,2026-03-11
348802976,ALVES CONSTRUCTION CORP.,BEACH HAVEN,NJ,08008,238130,Framing,2026-03-11
348802992,FAST BUILDERS CONTRACTORS CORPORATION,MANAHAWKIN,NJ,08050,238130,Framing,2026-03-11
348803420,BEACH HAVEN CONSTRUCTION LLC,BEACH HAVEN,NJ,08008,236118,,2026-03-11
348803578,EASY WORK CONTRACTORS CORP,LONG BEACH,NJ,08008,238130,Framing,2026-03-11
348803628,NOVA ROYALTY BUILDERS LLC,LONG BEACH,NJ,08008,238130,Framing,2026-03-11
348800814,"VANALT ELECTRICAL CONSTRUCTION, INC.",KEARNY,NJ,07032,237130,,2026-03-11
348800350,"US PIPELINE, INC.",FORDS,NJ,08863,238990,,2026-03-11
348802554,ALONZO SIDING LLC,BEACH HAVEN,NJ,08008,238170,,2026-03-11
348802703,V & G INCORPORATED,BARNEGAT,NJ,08005,238130,Framing,2026-03-11
348802752,MARTINDELL CONSTRUCTION LLC,STAFFORD TOWNSHIP,NJ,08050,238130,Framing,2026-03-11
348802760,MS SIDING LLC,LONG BEACH,NJ,08008,238170,,2026-03-11
348802836,W & W EXCAVATING LLC,NEWTON,NJ,07860,238910,,2026-03-11
348803073,CHARLES ROTH LLC,BEACH HAVEN,NJ,08008,238160,Roofing,2026-03-11
348803099,JANUSZ P. MACKO CONSTRUCTION,MANAHAWKIN,NJ,08050,236115,,2026-03-11
348803206,SKANSKA TRAYLOR PNB JOINT VENTURE,KEARNY,NJ,07032,237310,Highway/Bridge,2026-03-11
348797309,MCG ELECTRIC INC.,BROOKLYN,NY,11211,238210,,2026-03-10
348800475,JAR ROOFING REPAIR,TINTON FALLS,NJ,07724,238160,Roofing,2026-03-10
348800566,RSJ CONTRACTING SERVICES LLC,BROOKLYN,NY,11211,236118,,2026-03-10
348800608,SUNRISE CONSTRUCTION,COLTS NECK,NJ,07722,238160,Roofing,2026-03-10
348872268,"M.R. REMODELING, INC.",RYE,NY,10580,238160,Roofing,2026-03-10
348798539,SKYLINE FRAMERS CORP.,BROOKLYN,NY,11230,238130,Framing,2026-03-10
348798711,M.R. ELECTRICAL SERVICE LLC,BROOKLYN,NY,11211,238210,,2026-03-10
348798729,TARGET PIPING CORP.,BROOKLYN,NY,11211,238220,,2026-03-10
348798745,OXFORD FRAMING,BROOKLYN,NY,11211,238130,Framing,2026-03-10
348798794,CHART CONSTRUCTION,BROOKLYN,NY,11211,238110,,2026-03-10
348798802,"DYNASTY STAINLESS STEEL & METAL INDUSTRIES, INC",BROOKLYN,NY,11207,238290,,2026-03-10
348797200,CRS CONSTRUCTION LLC,NEWARK,NJ,07108,238130,Framing,2026-03-10
348803180,"DYNASTY STAINLESS STEEL & METAL INDUSTRIES, INC",BROOKLYN,NY,11207,238290,,2026-03-10
348805755,KHC EQUIPMENT INC.,NEW YORK,NY,10037,238110,,2026-03-09
348797556,CITY OF RAHWAY DEPARTMENT OF PUBLIC WORKS,RAHWAY,NJ,07065,237310,Highway/Bridge,2026-03-09
348800210,"AZUAY BROTHERS CONSTRUCTION, INC",BROOKLYN,NY,11233,238140,Masonry,2026-03-09
348797184,"JDP MECHANICAL, INC",NEW YORK,NY,10019,238220,,2026-03-09
348797218,TURNER CONSTRUCTION COMPANY,NEW YORK,NY,10019,236220,Commercial Bldg,2026-03-09
348793647,HEXAGON INDUSTRIES INC,BRONX,NY,10453,238910,,2026-03-09
348796442,"FM CONSTRUCTION GROUP, LLC",JERSEY CITY,NJ,07306,238990,,2026-03-06
348791351,NYSDOT REGION 10 MAIN OFFICE,HAUPPAUGE,NY,11788,237310,Highway/Bridge,2026-03-06
348791930,PANCAS INTERNATIONAL INC,BRONX,NY,10463,236220,Commercial Bldg,2026-03-06
348792003,GREAT CITY MECHANICAL INC,BRONX,NY,10463,238220,,2026-03-06
348792037,GOLD CITY CONSTRUCTION INC,BRONX,NY,10463,238130,Framing,2026-03-06
348792045,GOMES GROUP,NEWARK,NJ,07114,236118,,2026-03-06
348791872,"APS CONTRACTING, INC",SLEEPY HOLLOW,NY,10591,236220,Commercial Bldg,2026-03-05
348791914,"ACS SYSTEM ASSOCIATES, INC.",SLEEPY HOLLOW,NY,10591,238220,,2026-03-05
348786666,FORTEX CONTRACTORS CORPORATION,JACKSON,NJ,08527,238130,Framing,2026-03-04
348786773,LJ FRAMING LLC,JACKSON,NJ,08527,238130,Framing,2026-03-04
348790528,FLAVIO JOSE DA SILVA,LAKEWOOD,NJ,08701,238130,Framing,2026-03-04
348786880,RLJ ELECTRIC CORPORATION,SLEEPY HOLLOW,NY,10591,238210,,2026-03-04
348791815,ARRIS CONTRACTING CO INC.,SLEEPY HOLLOW,NY,10591,236220,Commercial Bldg,2026-03-04
348788274,ONE CALL CONSTRUCTION INC,MOUNT TABOR,NJ,07878,238160,Roofing,2026-03-04
